order_id,customer_id,order_date,total_amount
1213,162,2023-10-24,459.8923307315987
1214,14,2023-01-17,24.58178012951798
1215,52,2024-04-02,183.57102048738548
1216,399,2019-01-14,466.1531833361343
1217,310,2023-09-22,188.62985914491136
1218,83,2023-08-23,226.5364578420366
1219,268,2021-07-02,338.2902521917649
1220,376,2024-06-13,160.147804889481
1221,69,2017-04-22,250.37016349770525
1222,83,2019-12-12,486.6286584305068
1223,490,2019-10-16,386.73003660936985
1224,108,2021-05-20,447.37558994718694
1225,459,2024-10-12,470.8129901004252
1226,47,2019-02-16,281.59520249606913
1227,478,2022-04-22,39.46446658177699
1228,289,2024-07-29,167.28805966760896
1229,102,2020-12-28,168.24934862974237
1230,264,2017-11-05,67.25162405612514
1231,424,2019-11-07,307.15127358892295
1232,122,2017-05-09,162.1092790303847
1233,103,2024-09-15,28.696951885986408
1234,14,2022-02-14,141.1358258355299
1235,440,2016-11-30,375.4417524035409
1236,486,2017-01-11,400.061838897244
1237,209,2021-08-24,409.97887067371676
1238,165,2017-07-19,198.4967748285409
1239,307,2020-05-27,155.50102450774693
1240,383,2023-01-29,95.41231133487386
1241,17,2018-03-10,34.41022036298746
1242,40,2020-10-26,436.9617219637999
1243,35,2022-05-27,118.11420341058025
1244,368,2021-12-07,131.67170973210744
1245,106,2022-10-08,196.7771324639829
1246,164,2020-09-07,265.23573174869017
1247,222,2024-04-22,140.82317624993345
1248,318,2018-07-02,226.56866196549421
1249,74,2019-04-05,71.84183983761558
1250,472,2021-04-12,312.0346730875111
1251,163,2022-06-17,264.06600721354357
1252,303,2022-04-04,292.5382986884861
1253,28,2021-09-23,106.54787478325207
1254,282,2022-04-28,165.09096509584614
1255,26,2020-08-21,228.72989122777346
1256,279,2023-10-22,205.04336770045842
1257,127,2023-04-11,196.1592773459298
1258,362,2024-10-26,207.461181507997
1259,78,2019-04-24,359.5771764657597
1260,90,2018-09-21,301.3089452920995
1261,137,2019-03-26,317.5139040617324
1262,223,2024-10-21,426.2444728569124
1263,29,2021-10-01,406.178067390978
1264,405,2018-07-26,202.5011183621921
1265,7,2017-08-05,395.8553518398265
1266,142,2019-09-07,290.44961369511316
1267,207,2024-08-01,360.46855900020864
1268,102,2020-04-02,342.69980456252483
1269,252,2017-07-18,347.77765243225855
1270,7,2017-11-01,288.26056132727456
1271,437,2018-12-15,493.68909121812476
1272,344,2024-07-16,456.80490893078706
1273,315,2023-08-29,165.3061545369732
1274,381,2019-12-04,377.02294470427074
1275,5,2024-08-16,131.36935128595297
1276,475,2020-09-29,384.40100512790923
1277,162,2017-04-18,410.9680943056354
1278,81,2017-01-22,282.88453916163894
1279,240,2018-08-29,496.5486829677085
1280,186,2019-07-17,196.0413752880042
1281,312,2022-09-28,375.7540607185919
1282,482,2020-03-05,43.609011313154404
1283,326,2024-11-17,376.8520710455867
1284,490,2024-11-23,46.42027192072689
1285,77,2018-01-31,230.41095258478077
1286,29,2022-08-16,312.8771334567277
1287,336,2022-09-15,323.47068276678203
1288,190,2017-09-17,116.32116724413558
1289,34,2018-12-05,357.74843553409494
1290,198,2017-04-13,26.679474753046826
1291,249,2020-01-16,323.7062399468255
1292,13,2020-06-11,247.54326508137558
1293,442,2021-10-13,30.568365832802087
1294,219,2024-05-24,214.61474268852777
1295,259,2022-08-25,378.41400083196584
1296,128,2018-01-29,178.35046826303105
1297,277,2018-07-04,405.30496548851096
1298,275,2019-05-19,400.3705197615369
1299,367,2020-10-12,208.02985082365876
1300,346,2021-08-15,248.35642342474554
1301,237,2018-05-07,269.19514127598336
1302,239,2022-02-06,51.73908090033882
1303,361,2017-06-16,497.3337988993173
1304,395,2022-07-20,278.33726132958657
1305,195,2019-10-29,260.65186241274944
1306,10,2018-12-09,106.91066930951476
1307,448,2020-07-31,177.00930858575435
1308,70,2023-09-12,326.6503131630054
1309,397,2017-12-12,320.0279466117251
1310,21,2018-06-25,365.8765003927641
1311,118,2024-08-25,109.83698180028378
1312,359,2018-09-25,206.08243076063312
1313,348,2020-07-16,211.28303134557396
1314,438,2019-11-11,410.1108704971324
1315,6,2016-12-26,110.05349922568581
1316,390,2022-09-21,287.95296536747793
1317,33,2022-08-16,305.1428453143699
1318,122,2020-09-12,437.81583990824316
1319,432,2017-04-02,130.69246952169289
1320,25,2021-04-03,300.43067819974897
1321,284,2021-12-05,401.9986636494154
1322,56,2017-10-10,123.08786137515959
1323,138,2021-01-19,186.72719188559822
1324,213,2021-10-31,447.23375186127254
1325,310,2020-07-22,490.5595075339892
1326,198,2017-08-01,332.23316871594903
1327,120,2024-03-02,301.02628723479245
1328,265,2024-01-29,471.6217189262931
1329,380,2020-01-26,472.8409169759367
1330,112,2021-03-21,457.77307897231793
1331,454,2022-07-07,328.72959786682543
1332,226,2022-02-08,482.39464140045754
1333,50,2022-09-25,61.237154027104026
1334,418,2019-07-22,407.0854110973732
1335,24,2022-03-08,213.45381348051438
1336,426,2022-04-29,329.1568887867006
1337,212,2023-01-18,468.16974651366496
1338,186,2018-08-13,317.9760093198248
1339,229,2022-11-12,479.1749649290792
1340,74,2017-07-18,125.8025179002561
1341,314,2022-11-06,80.47788706716906
1342,94,2022-09-28,138.64281178528273
1343,298,2021-08-09,195.02854512000167
1344,391,2017-01-11,337.4034584164071
1345,54,2020-10-15,192.7366362239098
1346,250,2022-07-25,334.36959313159343
1347,187,2024-05-11,360.69250848937617
1348,297,2023-12-30,429.7598852137811
1349,415,2016-12-31,69.05147100122824
1350,235,2016-12-12,235.75845877015462
1351,458,2017-11-11,292.1131107212954
1352,7,2024-06-27,235.41722231673074
1353,402,2024-08-22,315.92728660596987
1354,126,2018-02-23,239.5809489981716
1355,97,2022-06-09,267.03289351877015
1356,238,2021-09-22,483.60458390033
1357,415,2021-03-18,237.6959111735504
1358,382,2020-09-06,410.50991449066277
1359,129,2019-05-10,183.91934563819868
1360,267,2018-12-22,336.29803263131345
1361,222,2024-07-20,250.84333298973542
1362,466,2024-04-20,300.97958480461403
1363,132,2020-10-09,107.29145720203854
1364,433,2022-11-29,238.99888191328614
1365,378,2019-04-29,197.79620671575128
1366,106,2019-02-21,26.76180320794323
1367,221,2023-05-15,188.99780338317493
1368,322,2023-08-19,23.492899830093226
1369,180,2017-04-29,67.76843541357657
1370,490,2023-03-11,65.57575345332407
1371,157,2023-02-21,134.6566950258645
1372,444,2017-12-05,377.2218274798104
1373,30,2018-07-19,211.29828410823208
1374,104,2019-09-09,419.93211701609914
1375,356,2024-08-16,51.1153873509506
1376,229,2022-01-15,329.79789553355306
1377,146,2022-01-09,354.46011545749377
1378,165,2020-03-23,154.16148495738392
1379,81,2019-03-29,148.83253810407157
1380,191,2021-01-10,251.743558487588
1381,368,2018-09-06,420.3223546840794
1382,444,2023-03-17,471.85824546514834
1383,245,2023-07-05,470.91003785207835
1384,352,2019-01-17,179.5857952277712
1385,351,2017-02-18,60.36364432361811
1386,31,2017-06-05,270.7106878258105
1387,279,2017-12-19,351.1606324084859
1388,182,2019-04-02,74.72995363433046
1389,53,2024-04-24,279.62744250003107
1390,214,2021-08-02,22.030872076995553
1391,495,2019-06-14,470.72655305527616
1392,121,2022-01-10,94.97816060389654
1393,390,2018-09-16,178.13189043913266
1394,277,2017-02-01,97.65304708650689
1395,13,2017-04-24,284.7765119074963
1396,433,2023-02-08,441.71752664490344
1397,224,2023-04-19,100.12489918979952
1398,403,2017-07-13,126.77618712668237
1399,147,2023-04-07,43.42033579886008
1400,101,2017-04-09,98.25790567854645
1401,163,2022-04-26,240.7687341259938
1402,22,2018-03-22,193.71063921886045
1403,14,2017-03-24,85.44584078775631
1404,154,2024-03-02,362.6917355498834
1405,486,2017-06-25,486.74704943598357
1406,293,2021-05-20,329.39449567756094
1407,493,2021-07-07,427.4125244223213
1408,72,2017-05-25,49.21616869192121
1409,432,2022-11-03,286.03409939779255
1410,497,2022-10-08,108.11851028834693
1411,311,2022-11-06,469.81173984533075
1412,1,2024-11-25,99.63597563399483
1413,59,2024-10-25,193.44164791643357
1414,156,2019-05-04,434.4935456709261
1415,215,2018-12-28,110.6404074464014
1416,293,2017-12-07,39.24266497018657
1417,12,2018-11-29,347.57258325149894
1418,412,2024-10-17,303.50801298529956
1419,327,2020-09-04,46.609213384870344
1420,241,2022-05-29,75.22715696022603
1421,356,2021-12-14,345.6442835440983
1422,445,2018-05-29,310.23690663712733
1423,396,2024-02-13,274.60497060700277
1424,171,2022-06-21,459.44954912364386
1425,276,2017-12-10,21.429344505492836
1426,319,2018-05-23,274.687591291141
1427,227,2018-10-19,491.4537259780611
1428,73,2017-03-30,332.3996749353923
1429,326,2021-06-10,216.07277866158
1430,391,2023-03-08,245.89121425971706
1431,27,2017-09-15,101.2351481803828
1432,391,2023-06-10,155.4203773712287
1433,269,2017-02-13,165.68775421106332
1434,309,2019-01-24,53.27889803661877
1435,326,2020-03-16,102.75005151448157
1436,20,2018-10-19,94.46989267971283
1437,60,2022-03-24,426.44841881387396
1438,105,2017-12-24,197.9040021166441
1439,314,2022-04-12,69.40793933282636
1440,77,2020-03-07,191.17625615460616
1441,414,2018-12-09,138.92272917896264
1442,165,2022-10-31,114.58165695658448
1443,250,2021-12-07,492.88711736917327
1444,48,2022-06-02,492.26636299021845
1445,297,2016-12-29,195.05086002537004
1446,423,2022-09-18,58.75974251527941
1447,10,2018-02-09,409.57953217240464
1448,10,2019-07-06,351.5301167441139
1449,13,2024-08-25,287.74276339488614
1450,40,2017-04-19,54.84482792211132
1451,331,2024-02-18,384.7497627518353
1452,478,2024-02-06,251.09400023020243
1453,422,2024-01-10,126.23658448495516
1454,214,2017-02-25,37.44526204821476
1455,45,2019-12-12,205.91535819194317
1456,174,2020-07-03,488.3483431245139
1457,379,2024-04-17,321.0941571947407
1458,373,2021-12-24,45.08364698309761
1459,412,2019-01-08,188.15779098363765
1460,245,2021-01-16,79.74376816782919
1461,474,2021-05-13,422.67186337031546
1462,446,2020-05-13,411.73984053794703
1463,320,2020-10-26,382.53236927728096
1464,403,2024-09-23,232.91449606948268
1465,465,2023-01-13,196.91195245576853
1466,50,2021-12-06,439.1671512800378
1467,384,2022-09-22,134.40682547158247
1468,361,2022-07-25,91.78247928290719
1469,470,2024-05-20,134.1359845103657
1470,246,2022-06-09,448.9179109451464
1471,174,2019-09-28,465.21715472442025
1472,452,2020-12-09,49.03466436197984
1473,222,2021-03-31,380.81891260714644
1474,476,2024-01-26,213.43332849950707
1475,58,2023-02-07,421.9962161732004
1476,320,2018-09-12,325.76448642448366
1477,326,2021-02-25,402.95871711904954
1478,461,2017-11-17,326.658505691279
1479,396,2023-08-23,286.97963648582015
1480,157,2017-06-11,180.06371123948387
1481,417,2018-12-24,316.1035767672216
1482,183,2018-03-28,103.14270421879506
1483,161,2020-10-23,79.87465091617662
1484,187,2017-03-01,106.80747566427326
1485,285,2019-09-22,330.36480222354083
1486,333,2021-09-28,480.9600979621813
1487,316,2023-12-24,385.4170583507581
1488,383,2024-02-25,232.5248141389996
1489,271,2018-03-16,184.59907738428183
1490,320,2020-09-20,86.00332799523122
1491,9,2018-03-28,325.36380294277524
1492,337,2023-11-18,59.24927141629928
1493,216,2022-09-28,423.20786488444975
1494,199,2022-09-16,228.48613349068324
1495,325,2019-09-20,246.1136214574588
1496,387,2024-04-08,195.46264599438396
1497,394,2022-04-10,421.7881294780959
1498,458,2022-07-31,85.14140462139795
1499,300,2017-03-25,248.91766629219634
1500,310,2020-06-17,139.15622935785655
1501,333,2024-08-15,63.226939660549576
1502,372,2016-12-15,80.29828255200881
1503,336,2023-04-27,197.56362534916033
1504,56,2018-12-24,112.82732103656203
1505,36,2021-03-13,215.06432164823923
1506,311,2020-09-20,358.22008638343345
1507,372,2018-08-16,31.865300412471065
1508,78,2021-04-06,188.2846230812225
1509,329,2022-10-04,445.60173825558155
1510,117,2020-08-30,384.39858820254074
1511,337,2021-07-26,300.19653461885054
1512,8,2023-11-10,98.10349715802494
1513,256,2023-12-25,177.83474265754006
1514,44,2018-05-03,28.658178616187673
1515,327,2020-07-20,184.28714157943713
1516,395,2023-04-04,162.94323688496007
1517,445,2021-08-04,225.02012229286132
1518,338,2021-03-17,168.02651023623292
1519,427,2020-04-23,303.4210308450472
1520,10,2017-12-25,376.1452981423607
1521,249,2019-02-14,321.60517650583415
1522,206,2017-10-12,225.6028578204111
1523,329,2022-05-16,271.6771596460017
1524,157,2018-11-01,281.673581628487
1525,116,2021-05-23,192.96261975155747
1526,355,2023-12-27,129.89532928421974
1527,268,2021-10-16,217.86141754975165
1528,348,2020-05-12,103.938149591166
1529,344,2023-07-21,55.47686748545425
1530,297,2019-02-27,281.77508684206697
1531,34,2022-10-19,406.7682004574295
1532,32,2022-09-24,145.72065629592603
1533,28,2023-03-23,191.32162931118793
1534,307,2020-03-14,449.1109218666183
1535,343,2017-05-30,230.27743649389274
1536,197,2018-06-28,409.0815678257852
1537,92,2018-10-29,92.69024310995319
1538,239,2024-09-16,443.72768028126364
1539,361,2017-05-06,292.44867167033993
1540,325,2021-09-25,199.59232842062028
1541,493,2019-08-10,349.1363132957416
1542,339,2018-11-23,194.25556755286968
1543,199,2023-10-28,267.31058565897683
1544,332,2022-08-18,189.09833558551466
1545,46,2019-01-03,78.62000069920913
1546,185,2019-08-17,457.1095025413955
1547,9,2021-08-23,86.08336616521433
1548,76,2021-08-15,175.3258030765408
1549,196,2022-11-27,62.54635985145175
1550,404,2022-11-16,164.0379789775446
1551,74,2022-10-03,173.9468468796932
1552,423,2017-09-21,239.56305684156234
1553,418,2019-09-16,292.14942348853447
1554,399,2021-01-23,135.8492661081926
1555,216,2018-04-06,287.90933754739297
1556,121,2023-09-09,453.35191436550235
1557,476,2021-05-07,108.71465544194413
1558,146,2019-05-01,56.331099698562085
1559,434,2022-03-02,492.8450424550679
1560,392,2022-09-21,308.3496216968221
1561,160,2023-12-29,174.6465879113894
1562,273,2021-05-21,186.62610092664085
1563,41,2022-04-29,388.03363775647324
1564,164,2022-10-04,266.2917708183071
1565,45,2019-11-24,102.61733624608797
1566,42,2019-01-09,314.91911419723453
1567,80,2022-08-08,281.72078188834263
1568,228,2020-04-22,25.34738610971507
1569,488,2019-09-05,447.0428621614445
1570,175,2022-03-08,448.0968091796364
1571,258,2022-01-24,466.8073863090477
1572,50,2017-05-04,291.02134570400943
1573,495,2017-09-27,323.7584688750424
1574,5,2017-03-29,288.1929205336112
1575,228,2023-01-12,172.5396403590034
1576,38,2024-05-14,349.3087231807863
1577,363,2021-06-14,413.028925977434
1578,366,2017-10-21,122.77235420164338
1579,60,2019-09-26,340.68571059627396
1580,107,2020-08-28,386.4553477716042
1581,168,2024-04-07,334.15864602063556
1582,208,2023-05-07,94.52629366935176
1583,489,2022-01-06,329.25017781695885
1584,333,2020-03-02,85.94781524722751
1585,184,2022-10-02,423.34480368187815
1586,111,2024-09-07,108.55244060128825
1587,294,2022-12-28,346.24230612255116
1588,389,2017-04-08,378.51800675751633
1589,341,2023-10-25,457.89564491108166
1590,368,2018-11-29,498.3509467399505
1591,316,2023-03-18,110.7107308578338
1592,191,2017-03-24,490.78741171627564
1593,489,2020-03-31,301.2230367625944
1594,79,2018-02-14,127.71642827426868
1595,185,2023-04-16,477.46819812479043
1596,67,2023-08-12,469.4640864879874
1597,392,2017-11-18,490.62687258347387
1598,465,2018-02-06,417.7106996434845
1599,190,2020-06-06,85.71711688927752
1600,247,2023-07-10,165.25209470774544
1601,74,2017-11-05,409.0789525662012
1602,220,2022-09-24,216.98608884798315
1603,352,2019-12-14,128.23169949800075
1604,394,2017-01-26,25.61908803057511
1605,54,2023-02-10,91.68127935352749
1606,377,2016-12-19,421.9813076732786
1607,488,2017-10-19,221.13604409936545
1608,162,2024-05-12,234.00122449608745
1609,177,2017-11-02,28.8440112735565
1610,352,2021-07-09,419.55515985296745
1611,374,2017-05-28,96.31435652373334
1612,426,2018-06-25,224.51796024984404
1613,146,2020-06-12,335.4942515386602
1614,260,2021-12-10,495.5761942515646
1615,212,2017-02-05,315.6522790081503
1616,254,2017-03-25,453.714562884356
1617,220,2017-12-26,245.31079110651922
1618,214,2017-08-09,53.21697856131813
1619,222,2024-05-08,381.9516148959726
1620,295,2019-01-15,96.65197157582836
1621,402,2017-12-31,323.27368194490725
1622,421,2018-10-21,34.11157583488118
1623,378,2018-07-17,125.85169265470539
1624,85,2017-02-11,255.08539755373192
1625,298,2020-07-12,121.58579504575337
1626,268,2021-11-07,174.82734070013012
1627,249,2022-03-26,308.6443432277868
1628,157,2020-05-04,56.005487917938304
1629,274,2021-11-19,42.95465061358545
1630,198,2021-09-11,445.6470122327314
1631,52,2019-01-06,252.69404217167053
1632,152,2018-04-21,260.31384305932806
1633,101,2023-02-26,224.54355085821877
1634,47,2022-05-30,146.80232995893272
1635,357,2024-01-09,378.27682921522313
1636,225,2018-05-12,122.80027355180326
1637,296,2022-05-03,491.66181384235114
1638,497,2018-05-16,440.0647478772431
1639,251,2019-09-04,438.9360554757986
1640,221,2023-02-05,82.77840472329017
1641,490,2017-02-26,243.68600053944687
1642,465,2021-09-19,432.4753257767999
1643,341,2019-04-29,284.1205054539003
1644,437,2019-11-10,468.33539870300757
1645,234,2017-04-29,204.5260200654399
1646,181,2021-10-15,422.8290977143888
1647,314,2024-08-14,460.6898620419761
1648,68,2023-05-13,426.92214793928736
1649,251,2023-01-29,415.5363203890492
1650,438,2024-08-18,42.03868332201168
1651,143,2021-09-14,83.14642155115396
1652,299,2019-04-28,364.89550038659587
1653,93,2024-04-29,440.10934165203867
1654,483,2021-12-30,373.9926761824345
1655,189,2023-09-13,451.19826707570826
1656,439,2022-01-10,444.2488351732016
1657,24,2020-10-15,316.8282867971857
1658,19,2020-01-12,198.71354312474418
1659,259,2021-03-24,292.59016259190724
1660,278,2022-07-31,171.4993654651538
1661,54,2022-10-01,47.64865225137099
1662,470,2019-04-19,411.2626777387018
1663,367,2020-03-17,168.84415856912497
1664,132,2024-08-10,71.95043228299667
1665,484,2021-02-22,244.2587503561493
1666,163,2022-07-07,229.70207352469498
1667,268,2022-08-27,484.83182754909853
1668,230,2023-06-18,217.66327170672773
1669,73,2018-03-06,153.24665125836444
1670,217,2024-01-19,300.6774940697716
1671,91,2019-10-09,296.7456011174927
1672,470,2021-05-20,26.045563101168288
1673,394,2018-02-04,116.3780357004992
1674,394,2020-12-28,115.13320989132839
1675,475,2021-02-14,155.06168022774602
1676,135,2020-09-13,419.94543719229694
1677,447,2018-06-22,361.83008598786654
1678,7,2021-08-17,243.1620882893313
1679,45,2021-09-02,115.12497110051274
1680,103,2019-02-28,179.33601438691153
1681,497,2024-06-09,393.59495465397
1682,341,2018-10-14,263.74104191394787
1683,118,2022-10-11,141.24872387725597
1684,475,2022-02-28,90.97318623243862
1685,190,2022-10-10,118.904705043416
1686,160,2019-03-28,329.0422382391316
1687,290,2021-11-23,186.15215665328728
1688,417,2021-04-14,249.3840312239406
1689,128,2023-10-02,427.0400411016925
1690,324,2019-12-26,174.11034896235796
1691,499,2020-11-02,341.17125358819004
1692,62,2023-06-15,35.664418365970434
1693,308,2019-08-27,486.2728974550969
1694,336,2024-09-29,46.46976061587697
1695,64,2017-11-29,124.59194608182281
1696,304,2020-03-30,163.82230224038187
1697,402,2023-10-14,250.70692098214886
1698,420,2021-05-24,142.38582941017742
1699,203,2019-05-03,92.58409162308043
1700,35,2023-06-01,28.528338209245536
1701,383,2024-11-11,257.51503595934423
1702,400,2020-07-09,149.4540772290608
1703,61,2019-06-30,364.4047800373128
1704,360,2023-03-14,246.84909865631403
1705,492,2022-02-14,479.0442769250422
1706,275,2024-08-24,113.62712086477443
1707,457,2023-10-19,258.6824475529813
1708,283,2020-12-20,457.33222083986925
1709,401,2021-01-04,43.39311984808241
1710,415,2021-09-28,379.4925084097032
1711,248,2020-02-18,348.1982614881837
1712,242,2023-12-12,39.860076360162964
1713,327,2024-07-16,246.0641789995414
1714,129,2018-12-01,472.59923687279206
1715,1,2018-06-02,146.29910584763113
1716,296,2020-09-22,474.90934180293647
1717,37,2018-04-21,53.32410449129416
1718,198,2017-01-20,80.98440155468204
1719,110,2018-03-03,120.31350584663302
1720,185,2018-01-24,483.34758853137004
1721,196,2021-12-02,43.71194820487149
1722,135,2022-11-23,320.7203051290586
1723,486,2019-10-29,248.82544923580735
1724,37,2021-11-03,53.543413506943565
1725,432,2024-06-05,412.78669013063393
1726,459,2019-11-26,117.86059288893807
1727,270,2018-01-10,359.48366517482157
1728,482,2018-06-14,271.1448711868252
1729,74,2024-02-03,260.9966148367344
1730,455,2019-07-25,52.45484661891916
1731,57,2019-07-15,419.08828195807877
1732,326,2018-03-04,292.53125706611223
1733,142,2019-07-08,438.8508484923595
1734,384,2023-07-29,463.66849123769015
1735,475,2017-01-16,361.47073266840493
1736,413,2017-08-01,262.851643145171
1737,161,2020-03-12,82.4321384562931
1738,344,2020-04-09,100.61311393755702
1739,176,2020-05-26,307.8203999563781
1740,258,2024-01-21,274.76350260575384
1741,264,2023-05-10,407.0268131227088
1742,155,2019-06-18,104.78227949722081
1743,335,2019-11-17,154.66840360525387
1744,209,2017-03-24,412.8850215218198
1745,251,2023-12-17,317.44293991173157
1746,38,2024-10-11,258.07472658122316
1747,114,2017-06-22,151.13786869199544
1748,273,2021-04-01,378.89993086762365
1749,216,2022-12-21,310.36432176320506
1750,422,2020-10-15,313.7556178830556
1751,311,2018-11-09,462.1031635473644
1752,215,2018-03-15,45.234172879151856
1753,124,2020-11-29,243.71784320121802
1754,293,2023-04-13,122.31177167764343
1755,254,2024-09-08,272.88531007340265
1756,418,2018-10-26,186.19012429921776
1757,83,2024-01-06,477.95572075503435
1758,257,2017-09-20,277.9086261341755
1759,79,2019-09-27,357.22847874872264
1760,407,2019-04-29,368.7676075163218
1761,179,2024-02-01,124.23396419591396
1762,431,2016-12-07,485.8209314715463
1763,311,2019-05-09,36.4382958104817
1764,367,2017-08-02,473.5333735752043
1765,393,2023-06-15,294.83610796057724
1766,274,2023-01-06,482.40996244966254
1767,356,2022-06-12,230.4731012710501
1768,378,2019-11-05,251.4293385325729
1769,131,2018-12-29,80.73498999352125
1770,410,2017-12-13,219.27365525509956
1771,252,2019-12-02,176.70594927566964
1772,487,2020-08-03,30.399177340550185
1773,461,2022-04-29,118.53832752082414
1774,122,2019-09-26,29.05054030589456
1775,19,2020-03-25,71.7818000152945
1776,196,2019-02-15,386.4485573191627
1777,417,2017-07-01,277.5845682993309
1778,335,2018-03-18,210.17105164366316
1779,175,2021-06-30,180.01601315988157
1780,220,2020-05-20,229.34836973063742
1781,267,2021-05-24,20.058407581287128
1782,471,2019-09-06,195.89049000109884
1783,74,2019-02-24,215.22889638585633
1784,221,2020-12-17,446.71697987762656
1785,88,2018-05-22,151.61701654070595
1786,276,2018-08-24,294.03649942729936
1787,108,2018-12-02,216.95462005114504
1788,480,2018-04-26,138.38260158904413
1789,286,2023-03-03,257.64581823391825
1790,371,2018-08-06,436.36214931157485
1791,300,2023-09-25,308.7533399236243
1792,15,2021-07-06,274.98160194146266
1793,293,2020-01-07,363.71588879038006
1794,298,2018-12-30,347.6841193888654
1795,42,2021-02-16,302.9643069029657
1796,207,2022-11-03,359.7189364834308
1797,3,2022-06-18,60.30382602269148
1798,216,2024-11-25,72.58766842939552
1799,104,2021-04-05,410.98374878669165
1800,321,2020-09-23,233.44176088003144
1801,357,2022-12-17,417.8387078377957
1802,96,2020-09-25,379.5305244234997
1803,426,2018-02-18,313.18847687772563
1804,473,2022-02-02,60.75245466934808
1805,109,2018-08-21,347.4246838780011
1806,385,2017-03-09,258.1299293278692
1807,432,2021-04-22,65.30027755086985
1808,138,2020-10-24,147.85216444423472
1809,248,2024-08-06,30.841446230109142
1810,394,2017-09-30,486.66651477383755
1811,5,2022-08-21,66.73498464234922
1812,325,2021-09-13,392.4928535474002
1813,384,2022-03-16,298.92161162080055
1814,347,2017-08-27,380.8858247019308
1815,491,2023-04-26,74.74938292887607
1816,107,2024-09-16,140.67121995757333
1817,176,2023-08-18,105.4604551485728
1818,222,2018-12-01,449.58579174992565
1819,277,2020-09-09,322.33709276775653
1820,381,2018-07-25,22.419911534441148
1821,121,2024-08-05,391.1697681788
1822,377,2019-03-12,459.7800554025299
1823,106,2022-09-07,51.99633530393573
1824,218,2022-04-18,328.783172878139
1825,156,2019-07-14,465.26622445108853
1826,111,2024-08-04,117.36847651487597
1827,217,2020-05-26,357.94102024669576
1828,126,2024-08-02,65.07355125350713
1829,417,2022-11-23,213.5523996583949
1830,169,2019-03-28,232.42847047326026
1831,376,2017-12-12,330.1105871778651
1832,47,2023-03-01,151.7665070711146
1833,311,2020-02-15,178.9516251813738
1834,315,2019-07-06,26.267520094738472
1835,124,2023-01-16,495.5590707486341
1836,71,2022-12-31,37.165959881061816
1837,409,2019-05-30,206.31631603852009
1838,209,2023-09-18,371.065575933634
1839,224,2017-02-12,123.99673159920195
1840,72,2018-11-14,284.8316313892641
1841,14,2022-05-10,137.55753284771262
1842,227,2021-12-10,225.80002373029026
1843,428,2019-10-12,461.6942671791743
1844,457,2017-05-09,380.2007288682318
1845,314,2018-08-17,386.5129814366582
1846,192,2021-03-15,248.69772174420498
1847,358,2018-11-12,32.50597629552132
1848,262,2020-02-12,279.0533755322508
1849,434,2021-08-24,220.25931980595692
1850,21,2020-03-11,228.97802047473095
1851,287,2020-10-19,437.7007379875141
1852,266,2018-03-26,232.47944977749995
1853,83,2021-09-13,177.03886785665827
1854,40,2023-07-26,396.7356234819047
1855,439,2018-06-20,417.24465801661125
1856,57,2024-09-02,66.57609773092388
1857,244,2020-05-13,127.52358960214389
1858,461,2024-04-02,92.33251306326915
1859,101,2017-05-08,348.83146504493664
1860,452,2024-06-27,312.5057153453191
1861,224,2017-11-29,198.65561147248397
1862,456,2020-08-02,464.6575141503937
1863,371,2024-05-10,492.7153511552333
1864,362,2018-04-11,270.24636350662274
1865,163,2020-07-07,459.2918771425012
1866,249,2020-08-30,191.06458850165558
1867,77,2019-04-23,440.5239608745203
1868,184,2021-07-14,252.18617556507115
1869,151,2020-01-02,369.0500895197191
1870,275,2019-04-30,116.5550101453498
1871,60,2017-08-22,417.0813178253275
1872,186,2023-01-10,258.93528883083167
1873,351,2019-06-05,217.0103845573609
1874,138,2024-04-28,144.70918923307312
1875,405,2024-02-06,135.57245145271094
1876,391,2023-05-01,302.0538455898446
1877,4,2019-08-30,377.8631137936679
1878,47,2021-10-23,356.2609587890316
1879,48,2021-11-20,434.49114055595294
1880,12,2018-08-29,461.0439256478657
1881,365,2023-02-20,64.13984041946877
1882,154,2018-04-12,311.16780383445314
1883,157,2021-09-27,408.3329174814715
1884,2,2019-12-07,65.25491770088772
1885,57,2019-01-15,23.968749488260297
1886,369,2020-08-22,215.65025064446064
1887,447,2018-04-03,51.60155354076407
1888,458,2018-08-19,260.8785310999252
1889,70,2024-08-31,431.9646745035815
1890,319,2022-03-27,183.52727171002246
1891,302,2017-01-03,261.9386879328763
1892,303,2023-05-05,499.0024041497402
1893,250,2022-06-03,39.81186404986845
1894,210,2018-08-31,288.0103825198786
1895,442,2017-08-30,178.50119598452474
1896,391,2018-03-20,412.9555495668173
1897,354,2019-12-21,449.8427531992853
1898,403,2019-01-15,189.49494508149752
1899,333,2017-01-09,396.59332910870876
1900,207,2019-02-17,285.76667071900374
1901,381,2019-01-05,174.51216178358672
1902,278,2020-06-05,407.83925939227066
1903,279,2017-01-08,159.15794341371827
1904,372,2018-11-27,472.1847271441954
1905,333,2018-09-02,181.11142523782715
1906,285,2017-09-01,274.8884520742505
1907,437,2019-02-12,279.6012962746998
1908,38,2019-03-29,479.87335138482985
1909,107,2018-03-31,365.2861052353636
1910,256,2020-06-24,415.4542707364415
1911,73,2018-09-25,416.31787893959716
1912,324,2017-03-01,125.93571453497154
